deck,age_pclass,family_size_pclass,woman_or_child,sex,rich_woman,is_shared_ticket,sex_pclass,fare,title,is_alone_sex,age,has_cabin,fare_per_person,fare_group,age_sex,pclass,fare_pclass,family_category_small_family,fare_per_person_group,survived
0,66.0,6,0,0,0,0,0,7.25,1,0,22.0,0,7.25,1,0.0,3,21.75,True,0,0
3,38.0,2,1,1,1,0,1,71.2833,3,0,38.0,1,71.2833,5,38.0,1,71.2833,True,4,1
0,78.0,3,1,1,0,0,3,7.925,2,1,26.0,0,7.925,2,26.0,3,23.775,False,1,1
3,35.0,2,1,1,1,1,1,53.1,3,0,35.0,1,26.55,5,35.0,1,53.1,True,3,1
0,105.0,3,0,0,0,0,0,8.05,1,0,35.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,75.0,3,0,0,0,0,0,8.4583,1,0,25.0,0,8.4583,2,0.0,3,25.374899999999997,False,2,0
5,54.0,1,0,0,0,0,0,51.8625,1,0,54.0,1,51.8625,5,0.0,1,51.8625,False,4,0
0,6.0,15,1,0,0,1,0,21.075,4,0,2.0,0,5.26875,3,0.0,3,63.224999999999994,False,0,0
0,81.0,9,1,1,0,1,3,11.1333,3,0,27.0,0,3.7111,3,27.0,3,33.3999,True,0,1
0,28.0,4,1,1,1,1,2,30.0708,3,0,14.0,0,15.0354,4,14.0,2,60.1416,True,3,1
7,12.0,9,1,1,0,1,3,16.7,2,0,4.0,1,8.35,3,4.0,3,50.099999999999994,True,2,1
3,58.0,1,1,1,1,0,1,26.55,2,1,58.0,1,26.55,4,58.0,1,26.55,False,3,1
0,60.0,3,0,0,0,0,0,8.05,1,0,20.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,117.0,21,0,0,0,1,0,31.275,1,0,39.0,0,4.4678571428571425,4,0.0,3,93.82499999999999,False,0,0
0,42.0,3,1,1,0,0,3,7.8542,2,1,14.0,0,7.8542,1,14.0,3,23.5626,False,1,0
0,110.0,2,1,1,1,0,2,16.0,3,1,55.0,0,16.0,3,55.0,2,32.0,False,3,1
0,6.0,18,1,0,0,1,0,29.125,4,0,2.0,0,5.825,4,0.0,3,87.375,False,0,0
0,60.0,2,0,0,0,0,0,13.0,1,0,30.0,0,13.0,3,0.0,2,26.0,False,3,1
0,93.0,6,1,1,0,0,3,18.0,3,0,31.0,0,18.0,3,31.0,3,54.0,True,3,0
0,64.5,3,1,1,0,0,3,7.225,3,1,21.5,0,7.225,1,21.5,3,21.674999999999997,False,0,1
0,70.0,2,0,0,0,1,0,26.0,1,0,35.0,0,13.0,4,0.0,2,52.0,False,3,0
4,68.0,2,0,0,0,0,0,13.0,1,0,34.0,1,13.0,3,0.0,2,26.0,False,3,1
0,45.0,3,1,1,0,0,3,8.0292,2,1,15.0,0,8.0292,2,15.0,3,24.0876,False,1,1
1,28.0,1,0,0,0,0,0,35.5,1,0,28.0,1,35.5,4,0.0,1,35.5,False,4,1
0,24.0,15,1,1,0,1,3,21.075,2,0,8.0,0,5.26875,3,8.0,3,63.224999999999994,False,0,0
0,114.0,21,1,1,0,1,3,31.3875,3,0,38.0,0,7.846875,4,38.0,3,94.1625,False,1,1
0,75.0,3,0,0,0,0,0,7.225,1,0,25.0,0,7.225,1,0.0,3,21.674999999999997,False,0,0
3,19.0,6,0,0,0,1,0,263.0,1,0,19.0,1,65.75,5,0.0,1,263.0,False,4,0
0,64.5,3,1,1,0,0,3,7.8792,2,1,21.5,0,7.8792,2,21.5,3,23.6376,False,1,1
0,75.0,3,0,0,0,0,0,7.8958,1,0,25.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,40.0,1,0,0,0,0,0,27.7208,5,0,40.0,0,27.7208,4,0.0,1,27.7208,False,4,0
2,35.0,2,1,1,1,1,1,146.5208,3,0,35.0,1,73.2604,5,35.0,1,146.5208,True,4,1
0,64.5,3,1,1,0,0,3,7.75,2,1,21.5,0,7.75,1,21.5,3,23.25,False,1,1
0,132.0,2,0,0,0,0,0,10.5,1,0,66.0,0,10.5,2,0.0,2,21.0,False,2,0
0,28.0,2,0,0,0,1,0,82.1708,1,0,28.0,0,41.0854,5,0.0,1,82.1708,True,4,0
0,42.0,2,0,0,0,1,0,52.0,1,0,42.0,0,26.0,5,0.0,1,52.0,True,3,0
0,75.0,3,0,0,0,0,0,7.2292,1,0,25.0,0,7.2292,1,0.0,3,21.6876,False,0,1
0,63.0,3,0,0,0,0,0,8.05,1,0,21.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,54.0,9,1,1,0,1,3,18.0,2,0,18.0,0,9.0,3,18.0,3,54.0,True,2,0
0,42.0,6,1,1,0,1,3,11.2417,2,0,14.0,0,5.62085,3,14.0,3,33.7251,True,0,1
0,120.0,6,1,1,0,0,3,9.475,3,0,40.0,0,9.475,2,40.0,3,28.424999999999997,True,2,0
0,54.0,4,1,1,1,1,2,21.0,3,0,27.0,0,10.5,3,27.0,2,42.0,True,2,0
0,75.0,3,0,0,0,0,0,7.8958,1,0,25.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,6.0,8,1,1,1,1,2,41.5792,2,0,3.0,0,13.859733333333333,5,3.0,2,83.1584,False,3,1
0,57.0,3,1,1,0,0,3,7.8792,2,1,19.0,0,7.8792,2,19.0,3,23.6376,False,1,1
0,75.0,3,0,0,0,0,0,8.05,1,0,25.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,75.0,6,0,0,0,0,0,15.5,1,0,25.0,0,15.5,3,0.0,3,46.5,True,3,0
0,64.5,3,1,1,0,0,3,7.75,2,1,21.5,0,7.75,1,21.5,3,23.25,False,1,1
0,75.0,9,0,0,0,0,0,21.6792,1,0,25.0,0,21.6792,3,0.0,3,65.0376,True,3,0
0,54.0,6,1,1,0,1,3,17.8,3,0,18.0,0,8.9,3,18.0,3,53.400000000000006,True,2,0
0,21.0,18,1,0,0,1,0,39.6875,4,0,7.0,0,6.614583333333333,4,0.0,3,119.0625,False,0,0
0,63.0,3,0,0,0,0,0,7.8,1,0,21.0,0,7.8,1,0.0,3,23.4,False,1,0
4,49.0,2,1,1,1,1,1,76.7292,3,0,49.0,1,25.576400000000003,5,49.0,1,76.7292,True,3,1
0,58.0,4,1,1,1,0,2,26.0,3,0,29.0,0,26.0,4,29.0,2,52.0,True,3,1
2,65.0,2,0,0,0,0,0,61.9792,1,0,65.0,1,61.9792,5,0.0,1,61.9792,True,4,0
3,40.0,1,0,0,0,0,0,35.5,1,0,40.0,1,35.5,4,0.0,1,35.5,False,4,1
0,42.0,2,1,1,1,0,2,10.5,2,1,21.0,0,10.5,2,21.0,2,21.0,False,2,1
0,85.5,3,0,0,0,0,0,7.2292,1,0,28.5,0,7.2292,1,0.0,3,21.6876,False,0,0
0,10.0,8,1,1,1,1,2,27.75,2,0,5.0,0,9.25,4,5.0,2,55.5,False,2,1
0,33.0,24,1,0,0,1,0,46.9,4,0,11.0,0,7.816666666666666,5,0.0,3,140.7,False,1,0
0,66.0,3,0,0,0,0,0,7.2292,1,0,22.0,0,7.2292,1,0.0,3,21.6876,False,0,0
2,38.0,1,1,1,1,1,1,80.0,2,1,38.0,1,40.0,5,38.0,1,80.0,False,4,1
3,45.0,2,0,0,0,1,0,83.475,1,0,45.0,1,41.7375,5,0.0,1,83.475,True,4,0
0,12.0,18,1,0,0,1,0,27.9,4,0,4.0,0,4.6499999999999995,4,0.0,3,83.69999999999999,False,0,0
0,40.0,1,0,0,0,0,0,27.7208,1,0,40.0,0,27.7208,4,0.0,1,27.7208,False,4,0
0,75.0,9,0,0,0,1,0,15.2458,4,0,25.0,0,7.6229,3,0.0,3,45.737399999999994,True,0,1
6,58.0,2,1,1,1,0,2,10.5,3,1,29.0,1,10.5,2,29.0,2,21.0,False,2,1
0,57.0,3,0,0,0,0,0,8.1583,1,0,19.0,0,8.1583,2,0.0,3,24.4749,False,2,0
0,51.0,21,1,1,0,0,3,7.925,2,0,17.0,0,7.925,2,17.0,3,23.775,False,1,1
0,78.0,9,0,0,0,0,0,8.6625,1,0,26.0,0,8.6625,2,0.0,3,25.987499999999997,True,2,0
0,64.0,2,0,0,0,0,0,10.5,1,0,32.0,0,10.5,2,0.0,2,21.0,False,2,0
0,48.0,24,1,1,0,1,3,46.9,2,0,16.0,0,7.816666666666666,5,16.0,3,140.7,False,1,0
0,42.0,2,0,0,0,1,0,73.5,1,0,21.0,0,14.7,5,0.0,2,147.0,False,3,0
0,78.0,6,0,0,0,0,0,14.4542,1,0,26.0,0,14.4542,3,0.0,3,43.3626,True,3,0
0,96.0,3,0,0,0,1,0,56.4958,1,0,32.0,0,8.070828571428573,5,0.0,3,169.4874,False,2,1
6,75.0,3,0,0,0,0,0,7.65,1,0,25.0,1,7.65,1,0.0,3,22.950000000000003,False,0,0
0,75.0,3,0,0,0,0,0,7.8958,1,0,25.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,75.0,3,0,0,0,0,0,8.05,1,0,25.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,1.66,6,1,0,0,1,0,29.0,4,0,0.83,0,14.5,4,0.0,2,58.0,True,3,1
0,90.0,3,1,1,0,1,3,12.475,2,1,30.0,0,6.2375,3,30.0,3,37.425,False,0,1
0,66.0,3,0,0,0,0,0,9.0,1,0,22.0,0,9.0,2,0.0,3,27.0,False,2,0
0,87.0,3,0,0,0,0,0,9.5,1,0,29.0,0,9.5,2,0.0,3,28.5,False,2,1
0,64.5,3,1,1,0,0,3,7.7875,2,1,21.5,0,7.7875,1,21.5,3,23.362499999999997,False,1,1
0,28.0,1,0,0,0,0,0,47.1,1,0,28.0,0,47.1,5,0.0,1,47.1,False,4,0
0,34.0,2,1,1,1,0,2,10.5,2,1,17.0,0,10.5,2,17.0,2,21.0,False,2,1
0,99.0,12,1,1,0,1,3,15.85,3,0,33.0,0,7.925,3,33.0,3,47.55,False,1,1
0,48.0,15,1,0,0,1,0,34.375,1,0,16.0,0,8.59375,4,0.0,3,103.125,False,2,0
0,75.0,3,0,0,0,0,0,8.05,1,0,25.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
3,23.0,6,1,1,1,1,1,263.0,2,0,23.0,1,65.75,5,23.0,1,263.0,False,4,1
0,72.0,3,0,0,0,0,0,8.05,1,0,24.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,87.0,3,0,0,0,0,0,8.05,1,0,29.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,60.0,3,0,0,0,0,0,7.8542,1,0,20.0,0,7.8542,1,0.0,3,23.5626,False,1,0
5,46.0,2,0,0,0,0,0,61.175,1,0,46.0,1,61.175,5,0.0,1,61.175,True,4,0
0,78.0,12,0,0,0,1,0,20.575,1,0,26.0,0,10.2875,3,0.0,3,61.724999999999994,False,2,0
0,177.0,3,0,0,0,0,0,7.25,1,0,59.0,0,7.25,1,0.0,3,21.75,False,0,0
0,75.0,3,0,0,0,0,0,8.05,1,0,25.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
1,71.0,1,0,0,0,0,0,34.6542,1,0,71.0,1,34.6542,4,0.0,1,34.6542,False,4,0
4,23.0,2,0,0,0,0,0,63.3583,1,0,23.0,1,63.3583,5,0.0,1,63.3583,True,4,1
0,68.0,4,1,1,1,1,2,23.0,3,0,34.0,0,11.5,4,34.0,2,46.0,True,2,1
0,68.0,4,0,0,0,1,0,26.0,1,0,34.0,0,13.0,4,0.0,2,52.0,True,3,0
0,84.0,3,1,1,0,0,3,7.8958,2,1,28.0,0,7.8958,2,28.0,3,23.6874,False,1,0
0,75.0,3,0,0,0,0,0,7.8958,1,0,25.0,0,7.8958,2,0.0,3,23.6874,False,1,0
4,21.0,2,0,0,0,1,0,77.2875,1,0,21.0,1,38.64375,5,0.0,1,77.2875,True,4,0
0,99.0,3,0,0,0,0,0,8.6542,1,0,33.0,0,8.6542,2,0.0,3,25.9626,False,2,0
0,111.0,9,0,0,0,0,0,7.925,1,0,37.0,0,7.925,2,0.0,3,23.775,True,1,0
0,84.0,3,0,0,0,0,0,7.8958,1,0,28.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,63.0,3,1,1,0,0,3,7.65,2,1,21.0,0,7.65,1,21.0,3,22.950000000000003,False,0,1
0,75.0,3,0,0,0,0,0,7.775,1,0,25.0,0,7.775,1,0.0,3,23.325000000000003,False,1,1
0,114.0,3,0,0,0,0,0,7.8958,1,0,38.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,64.5,6,1,1,0,1,3,24.15,2,0,21.5,0,8.049999999999999,4,21.5,3,72.44999999999999,True,1,1
3,47.0,1,0,0,0,1,0,52.0,1,0,47.0,1,26.0,5,0.0,1,52.0,False,3,0
0,43.5,6,1,1,0,1,3,14.4542,2,0,14.5,0,7.2271,3,14.5,3,43.3626,True,0,0
0,66.0,3,0,0,0,0,0,8.05,1,0,22.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,60.0,6,1,1,0,0,3,9.825,2,0,20.0,0,9.825,2,20.0,3,29.474999999999998,True,2,0
0,51.0,3,1,1,0,1,3,14.4583,2,1,17.0,0,7.22915,3,17.0,3,43.3749,False,0,0
0,63.0,3,0,0,0,0,0,7.925,1,0,21.0,0,7.925,2,0.0,3,23.775,False,1,0
0,211.5,3,0,0,0,0,0,7.75,1,0,70.5,0,7.75,1,0.0,3,23.25,False,1,0
0,58.0,4,0,0,0,1,0,21.0,1,0,29.0,0,10.5,3,0.0,2,42.0,True,2,0
2,24.0,2,0,0,0,1,0,247.5208,1,0,24.0,1,123.7604,5,0.0,1,247.5208,True,4,0
0,6.0,21,1,1,0,1,3,31.275,2,0,2.0,0,4.4678571428571425,4,2.0,3,93.82499999999999,False,0,0
0,42.0,6,0,0,0,1,0,73.5,1,0,21.0,0,14.7,5,0.0,2,147.0,True,3,0
0,75.0,3,0,0,0,0,0,8.05,1,0,25.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,65.0,4,0,0,0,1,0,30.0708,1,0,32.5,0,15.0354,4,0.0,2,60.1416,True,3,0
5,65.0,2,1,1,1,0,2,13.0,2,1,32.5,1,13.0,3,32.5,2,26.0,False,3,1
4,54.0,2,0,0,0,1,0,77.2875,1,0,54.0,1,38.64375,5,0.0,1,77.2875,True,4,0
0,36.0,6,1,0,0,1,0,11.2417,4,0,12.0,0,5.62085,3,0.0,3,33.7251,True,0,1
0,75.0,3,0,0,0,0,0,7.75,1,0,25.0,0,7.75,1,0.0,3,23.25,False,1,0
0,72.0,3,0,0,0,0,0,7.1417,1,0,24.0,0,7.1417,1,0.0,3,21.4251,False,0,1
6,64.5,9,1,1,0,1,3,22.3583,2,0,21.5,1,11.17915,4,21.5,3,67.0749,True,2,1
0,135.0,3,0,0,0,0,0,6.975,1,0,45.0,0,6.975,1,0.0,3,20.924999999999997,False,0,0
0,99.0,3,0,0,0,0,0,7.8958,1,0,33.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,60.0,3,0,0,0,0,0,7.05,1,0,20.0,0,7.05,1,0.0,3,21.15,False,0,0
0,141.0,6,1,1,0,0,3,14.5,3,0,47.0,0,14.5,3,47.0,3,43.5,True,3,0
0,58.0,4,1,1,1,0,2,26.0,3,0,29.0,0,26.0,4,29.0,2,52.0,True,3,1
0,50.0,2,0,0,0,0,0,13.0,1,0,25.0,0,13.0,3,0.0,2,26.0,False,3,0
0,46.0,2,0,0,0,0,0,15.0458,1,0,23.0,0,15.0458,3,0.0,2,30.0916,False,3,0
4,19.0,3,1,1,1,0,1,26.2833,2,0,19.0,1,26.2833,4,19.0,1,26.2833,True,3,1
3,37.0,2,0,0,0,1,0,53.1,1,0,37.0,1,26.55,5,0.0,1,53.1,True,3,0
0,48.0,3,1,0,0,1,0,9.2167,1,0,16.0,0,4.60835,2,0.0,3,27.6501,False,0,0
2,24.0,1,0,0,0,1,0,79.2,1,0,24.0,1,39.6,5,0.0,1,79.2,False,4,0
0,64.5,9,1,1,0,1,3,15.2458,3,0,21.5,0,7.6229,3,21.5,3,45.737399999999994,True,0,0
0,66.0,3,1,1,0,0,3,7.75,2,1,22.0,0,7.75,1,22.0,3,23.25,False,1,1
0,72.0,6,1,1,0,1,3,15.85,3,0,24.0,0,7.925,3,24.0,3,47.55,True,1,1
0,57.0,3,0,0,0,0,0,6.75,1,0,19.0,0,6.75,1,0.0,3,20.25,False,0,0
0,36.0,2,0,0,0,0,0,11.5,1,0,18.0,0,11.5,3,0.0,2,23.0,False,2,0
0,38.0,6,0,0,0,1,0,36.75,1,0,19.0,0,18.375,4,0.0,2,73.5,True,3,0
0,81.0,3,0,0,0,0,0,7.7958,1,0,27.0,0,7.7958,1,0.0,3,23.3874,False,1,1
0,27.0,15,1,1,0,1,3,34.375,2,0,9.0,0,8.59375,4,9.0,3,103.125,False,2,0
6,73.0,6,0,0,0,1,0,26.0,1,0,36.5,1,8.666666666666666,4,0.0,2,52.0,True,2,0
0,84.0,2,0,0,0,0,0,13.0,5,0,42.0,0,13.0,3,0.0,2,26.0,False,3,0
0,102.0,2,0,0,0,0,0,12.525,5,0,51.0,0,12.525,3,0.0,2,25.05,False,3,0
3,22.0,2,1,1,1,1,1,66.6,3,0,22.0,1,33.3,5,22.0,1,66.6,True,4,1
0,166.5,3,0,0,0,0,0,8.05,1,0,55.5,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,121.5,9,0,0,0,0,0,14.5,1,0,40.5,0,14.5,3,0.0,3,43.5,True,3,0
0,75.0,3,0,0,0,0,0,7.3125,1,0,25.0,0,7.3125,1,0.0,3,21.9375,False,0,0
0,51.0,2,0,0,0,0,0,61.3792,1,0,51.0,0,61.3792,5,0.0,1,61.3792,True,4,0
0,48.0,3,1,1,0,0,3,7.7333,2,1,16.0,0,7.7333,1,16.0,3,23.1999,False,0,1
0,90.0,3,0,0,0,0,0,8.05,1,0,30.0,0,8.05,2,0.0,3,24.150000000000002,False,1,0
0,75.0,3,0,0,0,0,0,8.6625,1,0,25.0,0,8.6625,2,0.0,3,25.987499999999997,False,2,0
0,75.0,33,0,0,0,1,0,69.55,4,0,25.0,0,9.935714285714285,5,0.0,3,208.64999999999998,False,2,0
0,132.0,6,0,0,0,0,0,16.1,1,0,44.0,0,16.1,3,0.0,3,48.300000000000004,True,3,0
0,80.0,2,1,1,1,0,2,15.75,3,1,40.0,0,15.75,3,40.0,2,31.5,False,3,1
0,78.0,3,0,0,0,0,0,7.775,1,0,26.0,0,7.775,1,0.0,3,23.325000000000003,False,1,0
0,51.0,3,0,0,0,0,0,8.6625,1,0,17.0,0,8.6625,2,0.0,3,25.987499999999997,False,2,0
0,3.0,18,1,0,0,1,0,39.6875,4,0,1.0,0,6.614583333333333,4,0.0,3,119.0625,False,0,0
0,27.0,9,1,0,0,1,0,20.525,4,0,9.0,0,6.841666666666666,3,0.0,3,61.574999999999996,True,0,1
5,35.0,2,1,1,1,1,1,55.0,3,0,35.0,1,27.5,5,35.0,1,55.0,True,4,1
0,135.0,18,1,1,0,1,3,27.9,3,0,45.0,0,4.6499999999999995,4,45.0,3,83.69999999999999,False,0,0
0,40.0,1,0,0,0,0,0,25.925,1,0,40.0,0,25.925,4,0.0,1,25.925,False,3,0
0,84.0,3,0,0,0,1,0,56.4958,1,0,28.0,0,8.070828571428573,5,0.0,3,169.4874,False,2,0
2,61.0,1,0,0,0,0,0,33.5,1,0,61.0,1,33.5,4,0.0,1,33.5,False,4,0
0,12.0,18,1,0,0,1,0,29.125,4,0,4.0,0,5.825,4,0.0,3,87.375,False,0,0
0,3.0,9,1,1,0,1,3,11.1333,2,0,1.0,0,3.7111,3,1.0,3,33.3999,True,0,1
0,63.0,3,0,0,0,0,0,7.925,1,0,21.0,0,7.925,2,0.0,3,23.775,False,1,0
1,56.0,1,0,0,0,0,0,30.6958,1,0,56.0,1,30.6958,4,0.0,1,30.6958,False,4,0
0,54.0,9,0,0,0,0,0,7.8542,1,0,18.0,0,7.8542,1,0.0,3,23.5626,True,1,0
0,75.0,15,0,0,0,1,0,25.4667,4,0,25.0,0,6.366675,4,0.0,3,76.4001,False,0,0
3,50.0,1,1,1,1,0,1,28.7125,2,1,50.0,1,28.7125,4,50.0,1,28.7125,False,4,0
0,60.0,2,0,0,0,0,0,13.0,1,0,30.0,0,13.0,3,0.0,2,26.0,False,3,0
0,108.0,3,0,0,0,1,0,0.0,1,0,36.0,0,0.0,1,0.0,3,0.0,False,0,0
0,64.5,33,1,1,0,1,3,69.55,2,0,21.5,0,9.935714285714285,5,21.5,3,208.64999999999998,False,2,0
0,60.0,2,0,0,0,0,0,15.05,1,0,30.0,0,15.05,3,0.0,2,30.1,False,3,0
0,27.0,21,1,0,0,1,0,31.3875,4,0,9.0,0,7.846875,4,0.0,3,94.1625,False,1,0
6,2.0,8,1,0,0,1,0,39.0,4,0,1.0,1,19.5,4,0.0,2,78.0,False,3,1
0,12.0,9,1,1,0,0,3,22.025,2,0,4.0,0,22.025,4,4.0,3,66.07499999999999,True,3,1
1,40.0,1,0,0,0,0,0,50.0,1,0,40.0,1,50.0,5,0.0,1,50.0,False,4,0
0,64.5,6,1,1,0,1,3,15.5,3,0,21.5,0,7.75,3,21.5,3,46.5,True,1,1
0,45.0,1,0,0,0,0,0,26.55,1,0,45.0,0,26.55,4,0.0,1,26.55,False,3,1
0,120.0,9,0,0,0,1,0,15.5,1,0,40.0,0,7.75,3,0.0,3,46.5,True,1,0
0,108.0,3,0,0,0,0,0,7.8958,1,0,36.0,0,7.8958,2,0.0,3,23.6874,False,1,0
0,64.0,2,1,1,1,0,2,13.0,3,1,32.0,0,13.0,3,32.0,2,26.0,False,3,1
0,38.0,2,0,0,0,0,0,13.0,1,0,19.0,0,13.0,3,0.0,2,26.0,False,3,0
0,57.0,6,1,1,0,0,3,7.8542,2,0,19.0,0,7.8542,1,19.0,3,23.5626,True,1,1
6,6.0,6,1,0,0,1,0,26.0,4,0,3.0,1,8.666666666666666,4,0.0,2,52.0,True,2,1
2,44.0,1,1,1,1,0,1,27.7208,3,1,44.0,1,27.7208,4,44.0,1,27.7208,False,4,1
2,58.0,1,1,1,1,1,1,146.5208,2,1,58.0,1,73.2604,5,58.0,1,146.5208,False,4,1
0,75.0,3,0,0,0,0,0,7.75,1,0,25.0,0,7.75,1,0.0,3,23.25,False,1,0
0,126.0,6,0,0,0,0,0,8.4042,1,0,42.0,0,8.4042,2,0.0,3,25.2126,True,2,0
0,64.5,3,1,1,0,0,3,7.75,2,1,21.5,0,7.75,1,21.5,3,23.25,False,1,1
0,48.0,2,1,1,1,0,2,13.0,2,1,24.0,0,13.0,3,24.0,2,26.0,False,3,0
0,84.0,3,0,0,0,0,0,9.5,1,0,28.0,0,9.5,2,0.0,3,28.5,False,2,0
0,75.0,33,0,0,0,1,0,69.55,1,0,25.0,0,9.935714285714285,5,0.0,3,208.64999999999998,False,2,0
0,102.0,3,0,0,0,0,0,6.4958,1,0,34.0,0,6.4958,1,0.0,3,19.4874,False,0,0
0,136.5,3,0,0,0,0,0,7.225,1,0,45.5,0,7.225,1,0.0,3,21.674999999999997,False,0,0
0,54.0,3,0,0,0,0,0,8.05,1,0,18.0,0,8.05,2,0.0,3,24.150000000000002,False,1,1
7,6.0,6,1,1,0,1,3,10.4625,2,0,2.0,1,5.23125,2,2.0,3,31.387500000000003,True,0,0
0,96.0,6,0,0,0,1,0,15.85,1,0,32.0,0,7.925,3,0.0,3,47.55,True,1,0
0,78.0,3,0,0,0,1,0,18.7875,1,0,26.0,0,9.39375,3,0.0,3,56.362500000000004,False,2,1
0,48.0,3,1,1,0,0,3,7.75,2,1,16.0,0,7.75,1,16.0,3,23.25,False,1,1
1,40.0,1,0,0,0,0,0,31.0,1,0,40.0,1,31.0,4,0.0,1,31.0,False,4,1
0,72.0,3,0,0,0,0,0,7.05,1,0,24.0,0,7.05,1,0.0,3,21.15,False,0,0
0,70.0,2,1,1,1,0,2,21.0,2,1,35.0,0,21.0,3,35.0,2,42.0,False,3,1
0,66.0,3,0,0,0,0,0,7.25,1,0,22.0,0,7.25,1,0.0,3,21.75,False,0,0
0,60.0,2,0,0,0,0,0,13.0,1,0,30.0,0,13.0,3,0.0,2,26.0,False,3,0
0,75.0,6,0,0,0,0,0,7.75,1,0,25.0,0,7.75,1,0.0,3,23.25,True,1,0
4,31.0,2,1,1,1,1,1,113.275,2,0,31.0,1,37.75833333333333,5,31.0,1,113.275,True,4,1
0,81.0,3,1,1,0,0,3,7.925,2,1,27.0,0,7.925,2,27.0,3,23.775,False,1,1
0,84.0,4,0,0,0,1,0,27.0,1,0,42.0,0,13.5,4,0.0,2,54.0,True,3,0
